course_id,branch,track,course_title,difficulty_level,provider,format,description,skills_taught,tools_covered,prerequisite_course_title,estimated_hours,rating,num_reviews,career_paths,industry_sectors
AER-0071,Aerospace Engineering,Composite Materials,Introduction to Composite Materials,Beginner,NPTEL,Self-paced Reading,"This foundational course introduces the core concepts of Composite Materials within Aerospace Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Composite Materials is required, though general familiarity with Aerospace Engineering fundamentals is helpful.",cad modeling; matlab; aircraft structural analysis; cfd analysis,matlab; nastran; ansys fluent,None,19,3.6,237,aerospace design engineer; spacecraft systems engineer; propulsion engineer,aviation; space technology
ENV-0047,Environmental Engineering,Wastewater Engineering,Advanced Wastewater Engineering,Advanced,Pluralsight,Instructor-led Live,"This advanced course covers complex, industry-relevant topics in Wastewater Engineering, including optimization techniques, edge cases, and current best practices used in Environmental Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",gis mapping; sustainability reporting; waste management planning; environmental impact assessment,autocad civil 3d; epanet; matlab,Applied Wastewater Engineering,49,3.7,1852,EHS specialist; environmental analyst; sustainability consultant,government; utilities
CIV-0005,Civil Engineering,Structural Analysis,Applied Structural Analysis,Intermediate,LinkedIn Learning,Self-paced Reading,"Building on foundational knowledge, this course goes deeper into Structural Analysis, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Structural Analysis concepts to realistic scenarios.",soil testing; staad pro; concrete design; cost estimation,etabs; revit; sap2000,Introduction to Structural Analysis,22,4.5,1259,site engineer; construction manager; transportation engineer,infrastructure; construction
MEC-0147,Mechanical Engineering,Finite Element Analysis,Advanced Finite Element Analysis,Advanced,Pluralsight,Self-paced Reading,"This advanced course covers complex, industry-relevant topics in Finite Element Analysis, including optimization techniques, edge cases, and current best practices used in Mechanical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",autocad; project management; cnc programming; solidworks,ansys; catia; solidworks,Applied Finite Element Analysis,31,4.4,3263,manufacturing engineer; mechanical design engineer; quality engineer,manufacturing; automotive
ECE-0145,Electronics & Communication Engineering,Digital Signal Processing,Applied Digital Signal Processing,Intermediate,Pluralsight,Blended (Video + Project),"Building on foundational knowledge, this course goes deeper into Digital Signal Processing, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Digital Signal Processing concepts to realistic scenarios.",pcb design; verilog; microcontroller programming; vhdl,raspberry pi; altium designer; keil,Introduction to Digital Signal Processing,30,4.6,2453,iot developer; rf engineer; communication systems engineer,defense; automotive
ENV-0111,Environmental Engineering,Green Building Design,Introduction to Green Building Design,Beginner,Pluralsight,Video Course,"This foundational course introduces the core concepts of Green Building Design within Environmental Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Green Building Design is required, though general familiarity with Environmental Engineering fundamentals is helpful.",environmental impact assessment; water quality analysis; gis mapping; sustainability reporting,matlab; epanet; surfer,None,12,3.8,647,environmental engineer; EHS specialist; water resources engineer,government; manufacturing
AER-0093,Aerospace Engineering,Rocket Propulsion,Introduction to Rocket Propulsion,Beginner,Udacity,Interactive Lab,"This foundational course introduces the core concepts of Rocket Propulsion within Aerospace Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Rocket Propulsion is required, though general familiarity with Aerospace Engineering fundamentals is helpful.",orbital mechanics calculations; cfd analysis; cad modeling; aircraft structural analysis,catia; matlab; stk,None,18,4.6,2263,cfd analyst; propulsion engineer; avionics engineer,space technology; aviation
AER-0016,Aerospace Engineering,Aircraft Structures,Applied Aircraft Structures,Intermediate,FutureLearn,Instructor-led Live,"Building on foundational knowledge, this course goes deeper into Aircraft Structures, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Aircraft Structures concepts to realistic scenarios.",matlab; cad modeling; aircraft structural analysis; orbital mechanics calculations,stk; nastran; matlab,Introduction to Aircraft Structures,38,4.2,5147,spacecraft systems engineer; cfd analyst; avionics engineer,defense; space technology
PET-0079,Petroleum Engineering,Offshore Engineering,Advanced Offshore Engineering,Advanced,Coursera,Self-paced Reading,"This advanced course covers complex, industry-relevant topics in Offshore Engineering, including optimization techniques, edge cases, and current best practices used in Petroleum Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",reservoir simulation; drilling engineering analysis; hse compliance; well log interpretation,eclipse; prosper; autocad,Applied Offshore Engineering,37,4.3,1967,petroleum geologist; hse engineer; reservoir engineer,energy; oil and gas
IPE-0200,Industrial and Production Engineering,Manufacturing Analytics,Manufacturing Analytics Capstone Project,Capstone,Pluralsight,Instructor-led Live,"A project-based capstone course where learners apply everything covered across the Manufacturing Analytics track to design, build, and document a complete engineering solution. Learners work through the full problem-solving lifecycle from requirements to a final deliverable, suitable for a portfolio.",supply chain analysis; operations research; lean manufacturing; six sigma,tableau; excel; arena simulation,Advanced Manufacturing Analytics,18,4.3,1862,quality engineer; operations manager; process improvement engineer,consumer goods; logistics
IPE-0156,Industrial and Production Engineering,Inventory Management,Applied Inventory Management,Intermediate,edX,Self-paced Reading,"Building on foundational knowledge, this course goes deeper into Inventory Management, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Inventory Management concepts to realistic scenarios.",erp systems; simulation modeling; operations research; six sigma,sap; tableau; excel,Introduction to Inventory Management,40,4.1,5579,supply chain analyst; industrial engineer; quality engineer,consumer goods; automotive
BME-0104,Biomedical Engineering,Neural Engineering,Applied Neural Engineering,Intermediate,NPTEL,Interactive Lab,"Building on foundational knowledge, this course goes deeper into Neural Engineering, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Neural Engineering concepts to realistic scenarios.",biomedical signal processing; medical device design; regulatory compliance; biomechanics analysis,ansys; matlab; labview,Introduction to Neural Engineering,21,4.9,5597,clinical engineer; biomedical engineer; regulatory affairs specialist,healthcare; pharmaceutical
CIV-0053,Civil Engineering,Construction Management,Introduction to Construction Management,Beginner,Pluralsight,Blended (Video + Project),"This foundational course introduces the core concepts of Construction Management within Civil Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Construction Management is required, though general familiarity with Civil Engineering fundamentals is helpful.",autocad; soil testing; cost estimation; surveying,ms project; sap2000; autocad,None,19,4.4,539,urban planner; geotechnical engineer; site engineer,real estate; government
PET-0138,Petroleum Engineering,Petroleum Refining,Advanced Petroleum Refining,Advanced,edX,Interactive Lab,"This advanced course covers complex, industry-relevant topics in Petroleum Refining, including optimization techniques, edge cases, and current best practices used in Petroleum Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",hse compliance; petroleum economics; well log interpretation; drilling engineering analysis,autocad; prosper; eclipse,Applied Petroleum Refining,31,4.2,2849,reservoir engineer; petroleum geologist; drilling engineer,energy; oil and gas
IPE-0089,Industrial and Production Engineering,Industrial Automation,Advanced Industrial Automation,Advanced,Coursera,Video Course,"This advanced course covers complex, industry-relevant topics in Industrial Automation, including optimization techniques, edge cases, and current best practices used in Industrial and Production Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",supply chain analysis; six sigma; simulation modeling; lean manufacturing,arena simulation; ms project; excel,Applied Industrial Automation,33,4.8,4819,process improvement engineer; supply chain analyst; industrial engineer,retail; logistics
MEC-0092,Mechanical Engineering,HVAC Systems,Introduction to HVAC Systems,Beginner,edX,Blended (Video + Project),"This foundational course introduces the core concepts of HVAC Systems within Mechanical Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in HVAC Systems is required, though general familiarity with Mechanical Engineering fundamentals is helpful.",matlab; autocad; gd&t; fea simulation,catia; abaqus; ansys,None,19,3.8,4723,quality engineer; robotics engineer; automotive engineer,consumer goods; aerospace
BME-0179,Biomedical Engineering,Biomedical Signal Processing,Advanced Biomedical Signal Processing,Advanced,edX,Blended (Video + Project),"This advanced course covers complex, industry-relevant topics in Biomedical Signal Processing, including optimization techniques, edge cases, and current best practices used in Biomedical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",medical device design; regulatory compliance; biomechanics analysis; biomedical signal processing,solidworks; matlab; ansys,Applied Biomedical Signal Processing,41,4.9,2456,medical device engineer; clinical engineer; regulatory affairs specialist,healthcare; research institutes
BME-0058,Biomedical Engineering,Medical Device Design,Advanced Medical Device Design,Advanced,Udacity,Self-paced Reading,"This advanced course covers complex, industry-relevant topics in Medical Device Design, including optimization techniques, edge cases, and current best practices used in Biomedical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",biomedical signal processing; matlab; medical device design; regulatory compliance,python; ansys; labview,Applied Medical Device Design,32,4.3,1347,medical device engineer; biomedical engineer; clinical engineer,healthcare; research institutes
ENV-0120,Environmental Engineering,Green Building Design,Green Building Design Capstone Project,Capstone,Udemy,Blended (Video + Project),"A project-based capstone course where learners apply everything covered across the Green Building Design track to design, build, and document a complete engineering solution. Learners work through the full problem-solving lifecycle from requirements to a final deliverable, suitable for a portfolio.",environmental impact assessment; waste management planning; sustainability reporting; water quality analysis,epanet; surfer; arcgis,Advanced Green Building Design,29,4.4,1845,environmental analyst; sustainability consultant; water resources engineer,utilities; government
IPE-0039,Industrial and Production Engineering,Quality Engineering,Advanced Quality Engineering,Advanced,Coursera,Self-paced Reading,"This advanced course covers complex, industry-relevant topics in Quality Engineering, including optimization techniques, edge cases, and current best practices used in Industrial and Production Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",six sigma; supply chain analysis; simulation modeling; operations research,tableau; arena simulation; excel,Applied Quality Engineering,33,3.9,4403,quality engineer; operations manager; industrial engineer,consumer goods; logistics
PET-0134,Petroleum Engineering,Petroleum Refining,Applied Petroleum Refining,Intermediate,NPTEL,Video Course,"Building on foundational knowledge, this course goes deeper into Petroleum Refining, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Petroleum Refining concepts to realistic scenarios.",petroleum economics; well log interpretation; hse compliance; reservoir simulation,autocad; matlab; eclipse,Introduction to Petroleum Refining,23,4.4,288,hse engineer; reservoir engineer; drilling engineer,energy; oil and gas
AUT-0095,Automobile Engineering,Automotive Aerodynamics,Applied Automotive Aerodynamics,Intermediate,NPTEL,Instructor-led Live,"Building on foundational knowledge, this course goes deeper into Automotive Aerodynamics, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Automotive Aerodynamics concepts to realistic scenarios.",automotive diagnostics; battery management; vehicle dynamics analysis; cad modeling,matlab; carsim; solidworks,Introduction to Automotive Aerodynamics,24,4.7,4016,ev powertrain engineer; chassis engineer; automotive electronics engineer,logistics; electric vehicles
CHE-0119,Chemical Engineering,Separation Processes,Advanced Separation Processes,Advanced,LinkedIn Learning,Video Course,"This advanced course covers complex, industry-relevant topics in Separation Processes, including optimization techniques, edge cases, and current best practices used in Chemical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",reactor design; process simulation; heat balance; aspen plus,autocad p&id; comsol; matlab,Applied Separation Processes,39,4.6,410,refinery engineer; plant engineer; chemical process consultant,pharmaceutical; oil and gas
CHE-0186,Chemical Engineering,Food Process Engineering,Applied Food Process Engineering,Intermediate,Udacity,Video Course,"Building on foundational knowledge, this course goes deeper into Food Process Engineering, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Food Process Engineering concepts to realistic scenarios.",heat balance; reactor design; aspen plus; process control,matlab; comsol; aspen plus,Introduction to Food Process Engineering,25,4.8,5687,chemical process consultant; process engineer; plant engineer,oil and gas; food processing
CSE-0028,Computer Science Engineering,Web Development,Advanced Web Development,Advanced,Coursera,Blended (Video + Project),"This advanced course covers complex, industry-relevant topics in Web Development, including optimization techniques, edge cases, and current best practices used in Computer Science Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",docker; git; linux; python,jenkins; azure; vscode,Applied Web Development,49,4.0,1100,cloud engineer; data scientist; systems architect,technology; healthcare
CIV-0168,Civil Engineering,Construction Materials,Advanced Construction Materials,Advanced,FutureLearn,Interactive Lab,"This advanced course covers complex, industry-relevant topics in Construction Materials, including optimization techniques, edge cases, and current best practices used in Civil Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",autocad; concrete design; project scheduling; staad pro,etabs; ms project; autocad,Applied Construction Materials,41,4.7,5494,construction manager; site engineer; transportation engineer,real estate; infrastructure
ECE-0067,Electronics & Communication Engineering,Embedded Systems,Advanced Embedded Systems,Advanced,Pluralsight,Blended (Video + Project),"This advanced course covers complex, industry-relevant topics in Embedded Systems, including optimization techniques, edge cases, and current best practices used in Electronics & Communication Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",embedded c; circuit design; microcontroller programming; pcb design,keil; arduino; matlab,Applied Embedded Systems,51,4.6,2494,communication systems engineer; rf engineer; embedded systems engineer,semiconductor; automotive
CIV-0104,Civil Engineering,Building Information Modeling,Applied Building Information Modeling,Intermediate,FutureLearn,Instructor-led Live,"Building on foundational knowledge, this course goes deeper into Building Information Modeling, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Building Information Modeling concepts to realistic scenarios.",structural analysis; autocad; soil testing; concrete design,staad pro; revit; sap2000,Introduction to Building Information Modeling,38,5.0,113,site engineer; urban planner; construction manager,urban development; infrastructure
BME-0089,Biomedical Engineering,Rehabilitation Engineering,Advanced Rehabilitation Engineering,Advanced,Pluralsight,Interactive Lab,"This advanced course covers complex, industry-relevant topics in Rehabilitation Engineering, including optimization techniques, edge cases, and current best practices used in Biomedical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",regulatory compliance; medical device design; biomedical signal processing; matlab,labview; solidworks; ansys,Applied Rehabilitation Engineering,47,3.8,5592,medical device engineer; biomedical engineer; rehabilitation engineer,pharmaceutical; research institutes
CSE-0059,Computer Science Engineering,Database Systems,Advanced Database Systems,Advanced,FutureLearn,Self-paced Reading,"This advanced course covers complex, industry-relevant topics in Database Systems, including optimization techniques, edge cases, and current best practices used in Computer Science Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",rest api; algorithms; java; python,postgresql; mongodb; jupyter notebook,Applied Database Systems,43,3.7,1009,data scientist; systems architect; security analyst,technology; telecommunications
CSE-0098,Computer Science Engineering,Artificial Intelligence,Advanced Artificial Intelligence,Advanced,NPTEL,Instructor-led Live,"This advanced course covers complex, industry-relevant topics in Artificial Intelligence, including optimization techniques, edge cases, and current best practices used in Computer Science Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",data structures; sql; docker; python,postgresql; jenkins; gcp,Applied Artificial Intelligence,39,4.0,5458,backend developer; data scientist; software engineer,telecommunications; e-commerce
AER-0087,Aerospace Engineering,Aircraft Design,Advanced Aircraft Design,Advanced,edX,Video Course,"This advanced course covers complex, industry-relevant topics in Aircraft Design, including optimization techniques, edge cases, and current best practices used in Aerospace Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",cfd analysis; orbital mechanics calculations; matlab; aircraft structural analysis,catia; ansys fluent; star-ccm+,Applied Aircraft Design,41,4.2,4868,avionics engineer; propulsion engineer; cfd analyst,aviation; defense
CIV-0103,Civil Engineering,Building Information Modeling,Introduction to Building Information Modeling,Beginner,edX,Self-paced Reading,"This foundational course introduces the core concepts of Building Information Modeling within Civil Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Building Information Modeling is required, though general familiarity with Civil Engineering fundamentals is helpful.",structural analysis; autocad; surveying; soil testing,staad pro; ms project; etabs,None,15,5.0,4674,geotechnical engineer; structural engineer; transportation engineer,construction; real estate
EEE-0053,Electrical Engineering,Renewable Energy Systems,Introduction to Renewable Energy Systems,Beginner,FutureLearn,Interactive Lab,"This foundational course introduces the core concepts of Renewable Energy Systems within Electrical Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Renewable Energy Systems is required, though general familiarity with Electrical Engineering fundamentals is helpful.",circuit design; protection relay coordination; power system analysis; electrical machine design,labview; autocad electrical; matlab simulink,None,18,4.6,438,electrical design engineer; control systems engineer; power systems engineer,renewable energy; manufacturing
AUT-0147,Automobile Engineering,Fuel Systems Engineering,Advanced Fuel Systems Engineering,Advanced,Udacity,Instructor-led Live,"This advanced course covers complex, industry-relevant topics in Fuel Systems Engineering, including optimization techniques, edge cases, and current best practices used in Automobile Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",vehicle dynamics analysis; automotive diagnostics; cad modeling; battery management,solidworks; ansys; matlab,Applied Fuel Systems Engineering,36,4.9,5572,vehicle testing engineer; ev powertrain engineer; automotive electronics engineer,manufacturing; electric vehicles
ECE-0097,Electronics & Communication Engineering,Satellite Communication,Advanced Satellite Communication,Advanced,NPTEL,Instructor-led Live,"This advanced course covers complex, industry-relevant topics in Satellite Communication, including optimization techniques, edge cases, and current best practices used in Electronics & Communication Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",circuit design; embedded c; signal processing; verilog,matlab; modelsim; raspberry pi,Applied Satellite Communication,46,3.7,5229,rf engineer; iot developer; embedded systems engineer,telecommunications; consumer electronics
ECE-0040,Electronics & Communication Engineering,Microprocessors and Microcontrollers,Microprocessors and Microcontrollers Capstone Project,Capstone,FutureLearn,Blended (Video + Project),"A project-based capstone course where learners apply everything covered across the Microprocessors and Microcontrollers track to design, build, and document a complete engineering solution. Learners work through the full problem-solving lifecycle from requirements to a final deliverable, suitable for a portfolio.",verilog; signal processing; microcontroller programming; circuit design,keil; modelsim; altium designer,Advanced Microprocessors and Microcontrollers,17,3.9,4418,iot developer; embedded systems engineer; rf engineer,defense; consumer electronics
CIV-0159,Civil Engineering,Bridge Engineering,Advanced Bridge Engineering,Advanced,Pluralsight,Interactive Lab,"This advanced course covers complex, industry-relevant topics in Bridge Engineering, including optimization techniques, edge cases, and current best practices used in Civil Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",cost estimation; soil testing; project scheduling; surveying,autocad; sap2000; ms project,Applied Bridge Engineering,33,4.5,3447,urban planner; structural engineer; construction manager,real estate; urban development
EEE-0060,Electrical Engineering,Renewable Energy Systems,Renewable Energy Systems Capstone Project,Capstone,Pluralsight,Interactive Lab,"A project-based capstone course where learners apply everything covered across the Renewable Energy Systems track to design, build, and document a complete engineering solution. Learners work through the full problem-solving lifecycle from requirements to a final deliverable, suitable for a portfolio.",power system analysis; matlab simulink; protection relay coordination; plc programming,labview; autocad electrical; plc software,Advanced Renewable Energy Systems,29,3.9,1522,power systems engineer; automation engineer; electrical design engineer,renewable energy; manufacturing
MEC-0137,Mechanical Engineering,Mechatronics,Advanced Mechatronics,Advanced,FutureLearn,Interactive Lab,"This advanced course covers complex, industry-relevant topics in Mechatronics, including optimization techniques, edge cases, and current best practices used in Mechanical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",solidworks; ansys; project management; gd&t,solidworks; catia; abaqus,Applied Mechatronics,53,3.6,818,automotive engineer; robotics engineer; manufacturing engineer,heavy machinery; energy
EEE-0105,Electrical Engineering,Microgrid Design,Applied Microgrid Design,Intermediate,Udacity,Blended (Video + Project),"Building on foundational knowledge, this course goes deeper into Microgrid Design, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Microgrid Design concepts to realistic scenarios.",circuit design; plc programming; electrical machine design; power system analysis,labview; autocad electrical; pspice,Introduction to Microgrid Design,26,4.6,5956,energy consultant; automation engineer; electrical design engineer,utilities; manufacturing
CHE-0058,Chemical Engineering,Fluid Mechanics for Process Industries,Advanced Fluid Mechanics for Process Industries,Advanced,NPTEL,Self-paced Reading,"This advanced course covers complex, industry-relevant topics in Fluid Mechanics for Process Industries, including optimization techniques, edge cases, and current best practices used in Chemical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",heat balance; aspen plus; reactor design; mass balance,comsol; aspen plus; matlab,Applied Fluid Mechanics for Process Industries,54,3.8,2003,refinery engineer; plant engineer; chemical process consultant,food processing; oil and gas
ECE-0049,Electronics & Communication Engineering,Communication Systems,Advanced Communication Systems,Advanced,LinkedIn Learning,Instructor-led Live,"This advanced course covers complex, industry-relevant topics in Communication Systems, including optimization techniques, edge cases, and current best practices used in Electronics & Communication Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",pcb design; microcontroller programming; circuit design; signal processing,raspberry pi; modelsim; altium designer,Applied Communication Systems,52,4.7,5380,communication systems engineer; rf engineer; iot developer,automotive; telecommunications
ENV-0114,Environmental Engineering,Green Building Design,Applied Green Building Design,Intermediate,edX,Interactive Lab,"Building on foundational knowledge, this course goes deeper into Green Building Design, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Green Building Design concepts to realistic scenarios.",sustainability reporting; gis mapping; environmental impact assessment; waste management planning,arcgis; surfer; matlab,Introduction to Green Building Design,27,4.6,679,sustainability consultant; EHS specialist; environmental analyst,consulting; manufacturing
EEE-0110,Electrical Engineering,Microgrid Design,Microgrid Design Capstone Project,Capstone,Pluralsight,Instructor-led Live,"A project-based capstone course where learners apply everything covered across the Microgrid Design track to design, build, and document a complete engineering solution. Learners work through the full problem-solving lifecycle from requirements to a final deliverable, suitable for a portfolio.",protection relay coordination; matlab simulink; plc programming; power system analysis,etap; labview; matlab simulink,Advanced Microgrid Design,18,3.8,1481,automation engineer; energy consultant; electrical design engineer,utilities; renewable energy
BME-0126,Biomedical Engineering,Drug Delivery Systems,Applied Drug Delivery Systems,Intermediate,Coursera,Video Course,"Building on foundational knowledge, this course goes deeper into Drug Delivery Systems, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Drug Delivery Systems concepts to realistic scenarios.",matlab; medical device design; biomedical signal processing; regulatory compliance,ansys; matlab; solidworks,Introduction to Drug Delivery Systems,33,4.8,941,rehabilitation engineer; clinical engineer; regulatory affairs specialist,pharmaceutical; medical devices
AUT-0051,Automobile Engineering,Chassis Design,Introduction to Chassis Design,Beginner,LinkedIn Learning,Blended (Video + Project),"This foundational course introduces the core concepts of Chassis Design within Automobile Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Chassis Design is required, though general familiarity with Automobile Engineering fundamentals is helpful.",battery management; engine design; automotive diagnostics; cad modeling,solidworks; catia; ansys,None,12,5.0,2092,chassis engineer; ev powertrain engineer; automotive electronics engineer,automotive; logistics
AUT-0061,Automobile Engineering,Automotive Manufacturing,Introduction to Automotive Manufacturing,Beginner,edX,Video Course,"This foundational course introduces the core concepts of Automotive Manufacturing within Automobile Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Automotive Manufacturing is required, though general familiarity with Automobile Engineering fundamentals is helpful.",engine design; battery management; cad modeling; vehicle dynamics analysis,solidworks; carsim; matlab,None,12,4.9,425,ev powertrain engineer; automotive design engineer; automotive electronics engineer,automotive; logistics
CIV-0046,Civil Engineering,Transportation Engineering,Applied Transportation Engineering,Intermediate,Coursera,Instructor-led Live,"Building on foundational knowledge, this course goes deeper into Transportation Engineering, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Transportation Engineering concepts to realistic scenarios.",cost estimation; surveying; project scheduling; soil testing,staad pro; etabs; revit,Introduction to Transportation Engineering,22,3.6,1983,geotechnical engineer; transportation engineer; structural engineer,government; infrastructure
CHE-0027,Chemical Engineering,Mass Transfer Operations,Advanced Mass Transfer Operations,Advanced,edX,Interactive Lab,"This advanced course covers complex, industry-relevant topics in Mass Transfer Operations, including optimization techniques, edge cases, and current best practices used in Chemical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",reactor design; hazop analysis; process simulation; mass balance,comsol; autocad p&id; matlab,Applied Mass Transfer Operations,32,4.7,2284,plant engineer; refinery engineer; process engineer,pharmaceutical; petrochemical
MEC-0061,Mechanical Engineering,Heat Transfer,Introduction to Heat Transfer,Beginner,FutureLearn,Blended (Video + Project),"This foundational course introduces the core concepts of Heat Transfer within Mechanical Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Heat Transfer is required, though general familiarity with Mechanical Engineering fundamentals is helpful.",cnc programming; autocad; project management; ansys,autocad; abaqus; ansys,None,10,4.8,3030,automotive engineer; quality engineer; mechanical design engineer,automotive; manufacturing
ECE-0158,Electronics & Communication Engineering,Control Systems Basics,Advanced Control Systems Basics,Advanced,edX,Video Course,"This advanced course covers complex, industry-relevant topics in Control Systems Basics, including optimization techniques, edge cases, and current best practices used in Electronics & Communication Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",signal processing; circuit design; microcontroller programming; vhdl,matlab; modelsim; keil,Applied Control Systems Basics,39,4.7,609,rf engineer; vlsi design engineer; iot developer,telecommunications; consumer electronics
IPE-0081,Industrial and Production Engineering,Industrial Automation,Introduction to Industrial Automation,Beginner,Coursera,Instructor-led Live,"This foundational course introduces the core concepts of Industrial Automation within Industrial and Production Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Industrial Automation is required, though general familiarity with Industrial and Production Engineering fundamentals is helpful.",operations research; supply chain analysis; lean manufacturing; six sigma,tableau; arena simulation; excel,None,15,4.0,3311,supply chain analyst; operations manager; industrial engineer,logistics; consumer goods
PET-0091,Petroleum Engineering,Pipeline Engineering,Introduction to Pipeline Engineering,Beginner,Pluralsight,Blended (Video + Project),"This foundational course introduces the core concepts of Pipeline Engineering within Petroleum Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Pipeline Engineering is required, though general familiarity with Petroleum Engineering fundamentals is helpful.",well log interpretation; petroleum economics; reservoir simulation; hse compliance,eclipse; prosper; autocad,None,10,4.2,1272,reservoir engineer; petroleum geologist; drilling engineer,offshore drilling; engineering consulting
AUT-0004,Automobile Engineering,Automotive Systems,Applied Automotive Systems,Intermediate,Pluralsight,Interactive Lab,"Building on foundational knowledge, this course goes deeper into Automotive Systems, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Automotive Systems concepts to realistic scenarios.",automotive diagnostics; battery management; cad modeling; engine design,matlab; solidworks; carsim,Introduction to Automotive Systems,36,4.3,6000,ev powertrain engineer; vehicle testing engineer; automotive electronics engineer,electric vehicles; logistics
